Town,Date,Collected_at,Temperature,Weather,Real_feel,Humidity
grobnik,31.08.2020.,21:30,14.0,umjerena kiša,14.0,94.0
hreljin,31.08.2020.,21:30,17.0,slaba kiša,17.0,95.0
fuzine,31.08.2020.,21:30,14.0,umjerena kiša,14.0,92.0
drazice,31.08.2020.,21:30,17.0,slaba kiša,17.0,95.0
delnice,31.08.2020.,21:30,14.0,umjerena kiša,14.0,92.0
crikvenica,31.08.2020.,21:30,18.0,malo oblačno,18.0,93.0
bribir,31.08.2020.,21:30,17.0,grmljavina i pljusak,17.0,94.0
brgud,31.08.2020.,21:30,17.0,grmljavina i pljusak,17.0,94.0
bakar,31.08.2020.,21:30,17.0,slaba kiša,17.0,95.0
bakarac,31.08.2020.,21:30,17.0,slaba kiša,17.0,95.0
baska,31.08.2020.,21:30,18.0,promjenjivo oblačno s povremenom kišom,18.0,74.0
rubesi,31.08.2020.,21:30,11.0,jaka kiša,11.0,92.0
rijeka,31.08.2020.,21:30,17.0,slaba kiša,17.0,95.0
opatija,31.08.2020.,21:30,15.0,grmljavina i pljusak,15.0,87.0
jadranovo,31.08.2020.,21:30,18.0,malo oblačno,18.0,89.5
vrata,31.08.2020.,21:30,14.0,umjerena kiša,14.0,92.0
selce,31.08.2020.,21:30,18.0,malo oblačno,18.0,93.5
veprinac,31.08.2020.,21:30,17.0,slaba kiša,17.0,95.0
omisalj,31.08.2020.,23:30,16.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,16.0,76.0
matulji,31.08.2020.,23:30,10.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,10.0,90.0
medveja,31.08.2020.,23:30,16.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,16.0,76.0
lovran,31.08.2020.,23:30,16.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,16.0,76.0
lipa,31.08.2020.,23:30,14.0,malo oblačno,14.0,97.0
krasica,31.08.2020.,23:30,16.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,16.0,76.0
klenovica,31.08.2020.,23:30,18.0,promjenjivo oblačno s povremenom kišom,18.0,67.0
kastav,31.08.2020.,23:30,10.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,10.0,90.0
klana,31.08.2020.,23:30,10.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,10.0,90.0
grobnik,31.08.2020.,23:30,14.0,malo oblačno,14.0,97.0
hreljin,31.08.2020.,23:30,16.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,16.0,76.0
fuzine,31.08.2020.,23:30,13.0,malo oblačno,13.0,92.0
drazice,31.08.2020.,23:30,16.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,16.0,76.0
delnice,31.08.2020.,23:30,13.0,malo oblačno,13.0,92.0
crikvenica,31.08.2020.,23:30,19.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,19.0,58.0
bribir,31.08.2020.,23:30,16.0,grmljavina i pljusak,16.0,90.0
brgud,31.08.2020.,23:30,16.0,grmljavina i pljusak,16.0,90.0
bakar,31.08.2020.,23:30,16.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,16.0,76.0
bakarac,31.08.2020.,23:30,16.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,16.0,76.0
baska,31.08.2020.,23:30,18.0,promjenjivo oblačno s povremenom kišom,18.0,67.0
rubesi,31.08.2020.,23:30,10.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,10.0,90.0
rijeka,31.08.2020.,23:30,16.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,16.0,76.0
opatija,31.08.2020.,23:30,15.0,slaba kiša,15.0,93.0
jadranovo,31.08.2020.,23:30,19.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,19.0,58.0
vrata,31.08.2020.,23:30,13.0,malo oblačno,13.0,92.0
selce,31.08.2020.,23:30,19.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,19.0,58.0
veprinac,31.08.2020.,23:30,16.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,16.0,76.0
omisalj,01.09.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,96.0
matulji,01.09.2020.,01:30,10.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,10.0,90.0
medveja,01.09.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,96.0
lovran,01.09.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,96.0
lipa,01.09.2020.,01:30,14.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,14.0,97.0
krasica,01.09.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,96.0
klenovica,01.09.2020.,01:30,16.0,promjenjivo oblačno s povremenom kišom,16.0,77.0
kastav,01.09.2020.,01:30,10.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,10.0,90.0
klana,01.09.2020.,01:30,10.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,10.0,90.0
grobnik,01.09.2020.,01:30,14.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,14.0,97.0
hreljin,01.09.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,96.0
fuzine,01.09.2020.,01:30,13.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,13.0,95.0
drazice,01.09.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,96.0
delnice,01.09.2020.,01:30,13.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,13.0,95.0
crikvenica,01.09.2020.,01:30,17.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,17.0,77.0
bribir,01.09.2020.,01:30,15.0,grmljavina i pljusak,15.0,83.33333333333333
brgud,01.09.2020.,01:30,15.0,grmljavina i pljusak,15.0,89.66666666666667
bakar,01.09.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,96.0
bakarac,01.09.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,96.0
baska,01.09.2020.,01:30,16.0,promjenjivo oblačno s povremenom kišom,16.0,77.0
rubesi,01.09.2020.,01:30,10.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,10.0,90.0
rijeka,01.09.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,96.0
opatija,01.09.2020.,01:30,15.0,malo oblačno,15.0,85.0
jadranovo,01.09.2020.,01:30,17.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,17.0,77.0
vrata,01.09.2020.,01:30,13.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,13.0,95.0
selce,01.09.2020.,01:30,17.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,17.0,77.0
veprinac,01.09.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,96.0
omisalj,01.09.2020.,03:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,94.0
matulji,01.09.2020.,03:30,10.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,10.0,89.0
medveja,01.09.2020.,03:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,94.0
lovran,01.09.2020.,03:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,94.0
lipa,01.09.2020.,03:30,14.0,slaba kiša,14.0,94.0
krasica,01.09.2020.,03:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,94.0
klenovica,01.09.2020.,03:30,17.0,promjenjivo oblačno s povremenom kišom,17.0,71.0
kastav,01.09.2020.,03:30,10.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,10.0,89.0
klana,01.09.2020.,03:30,10.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,10.0,89.0
grobnik,01.09.2020.,03:30,14.0,slaba kiša,14.0,91.5
hreljin,01.09.2020.,03:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,94.0
fuzine,01.09.2020.,03:30,13.0,malo oblačno,13.0,95.0
drazice,01.09.2020.,03:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,94.0
delnice,01.09.2020.,03:30,13.0,malo oblačno,13.0,95.0
crikvenica,01.09.2020.,03:30,16.0,slaba kiša,16.0,90.0
bribir,01.09.2020.,03:30,15.0,grmljavina i pljusak,15.0,90.0
brgud,01.09.2020.,03:30,15.0,grmljavina i pljusak,15.0,90.0
bakar,01.09.2020.,03:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,94.0
bakarac,01.09.2020.,03:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,94.0
baska,01.09.2020.,03:30,17.0,promjenjivo oblačno s povremenom kišom,17.0,71.0
rubesi,01.09.2020.,03:30,10.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,10.0,89.0
rijeka,01.09.2020.,03:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,94.0
opatija,01.09.2020.,03:30,16.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,16.0,86.0
jadranovo,01.09.2020.,03:30,16.0,slaba kiša,16.0,90.0
vrata,01.09.2020.,03:30,13.0,malo oblačno,13.0,95.0
selce,01.09.2020.,03:30,16.0,slaba kiša,16.0,90.0
veprinac,01.09.2020.,03:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,94.0
omisalj,01.09.2020.,05:30,15.0,slaba kiša,15.0,93.0
matulji,01.09.2020.,05:30,9.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,9.0,93.0
medveja,01.09.2020.,05:30,15.0,slaba kiša,15.0,93.0
lovran,01.09.2020.,05:30,15.0,slaba kiša,15.0,93.0
lipa,01.09.2020.,05:30,14.0,slaba kiša,14.0,96.0
krasica,01.09.2020.,05:30,15.0,slaba kiša,15.0,93.0
klenovica,01.09.2020.,05:30,16.0,slaba kiša,16.0,85.0
kastav,01.09.2020.,05:30,9.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,9.0,88.66666666666667
klana,01.09.2020.,05:30,9.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,9.0,92.33333333333333
grobnik,01.09.2020.,05:30,14.0,slaba kiša,14.0,96.0
hreljin,01.09.2020.,05:30,15.0,slaba kiša,15.0,93.0
fuzine,01.09.2020.,05:30,13.0,malo oblačno,13.0,95.0
drazice,01.09.2020.,05:30,15.0,slaba kiša,15.0,93.0
delnice,01.09.2020.,05:30,13.0,malo oblačno,13.0,95.0
crikvenica,01.09.2020.,05:30,16.0,promjenjivo oblačno s povremenom kišom,16.0,89.0
bribir,01.09.2020.,05:30,15.0,grmljavina i pljusak,15.0,91.0
brgud,01.09.2020.,05:30,15.0,grmljavina i pljusak,15.0,91.0
bakar,01.09.2020.,05:30,15.0,slaba kiša,15.0,93.0
bakarac,01.09.2020.,05:30,15.0,slaba kiša,15.0,93.0
baska,01.09.2020.,05:30,16.0,slaba kiša,16.0,85.0
rubesi,01.09.2020.,05:30,9.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,9.0,89.0
rijeka,01.09.2020.,05:30,15.0,slaba kiša,15.0,93.0
opatija,01.09.2020.,05:30,15.0,slaba kiša,15.0,91.0
jadranovo,01.09.2020.,05:30,16.0,promjenjivo oblačno s povremenom kišom,16.0,89.0
vrata,01.09.2020.,05:30,13.0,malo oblačno,13.0,95.0
selce,01.09.2020.,05:30,16.0,promjenjivo oblačno s povremenom kišom,16.0,89.0
veprinac,01.09.2020.,05:30,15.0,slaba kiša,15.0,93.0
omisalj,01.09.2020.,07:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,96.0
matulji,01.09.2020.,07:30,10.0,malo oblačno,10.0,91.0
medveja,01.09.2020.,07:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,96.0
lovran,01.09.2020.,07:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,96.0
lipa,01.09.2020.,07:30,14.0,slaba kiša,14.0,96.0
krasica,01.09.2020.,07:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,96.0
klenovica,01.09.2020.,07:30,16.0,slaba kiša,16.0,84.0
kastav,01.09.2020.,07:30,10.0,malo oblačno,10.0,91.0
klana,01.09.2020.,07:30,10.0,malo oblačno,10.0,91.0
grobnik,01.09.2020.,07:30,14.0,slaba kiša,14.0,96.0
hreljin,01.09.2020.,07:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,96.0
fuzine,01.09.2020.,07:30,13.0,malo oblačno,13.0,95.0
drazice,01.09.2020.,07:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,96.0
delnice,01.09.2020.,07:30,13.0,malo oblačno,13.0,95.0
crikvenica,01.09.2020.,07:30,16.0,malo oblačno,16.0,89.0
bribir,01.09.2020.,07:30,15.0,grmljavina i pljusak,15.0,89.0
brgud,01.09.2020.,07:30,15.0,grmljavina i pljusak,15.0,89.0
bakar,01.09.2020.,07:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,96.0
bakarac,01.09.2020.,07:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,96.0
baska,01.09.2020.,07:30,16.0,slaba kiša,16.0,84.0
rubesi,01.09.2020.,07:30,10.0,malo oblačno,10.0,91.0
rijeka,01.09.2020.,07:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,96.0
opatija,01.09.2020.,07:30,15.0,slaba kiša,15.0,94.0
jadranovo,01.09.2020.,07:30,16.0,malo oblačno,16.0,89.0
vrata,01.09.2020.,07:30,13.0,malo oblačno,13.0,95.0
selce,01.09.2020.,07:30,16.0,malo oblačno,16.0,89.0
veprinac,01.09.2020.,07:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,96.0
omisalj,01.09.2020.,09:30,16.0,pretežno oblačno,16.0,79.0
matulji,01.09.2020.,09:30,11.0,pretežno oblačno,11.0,94.0
medveja,01.09.2020.,09:30,16.0,pretežno oblačno,16.0,79.0
lovran,01.09.2020.,09:30,16.0,pretežno oblačno,16.0,79.0
lipa,01.09.2020.,09:30,16.0,potpuno oblačno,16.0,92.0
krasica,01.09.2020.,09:30,16.0,pretežno oblačno,16.0,79.0
klenovica,01.09.2020.,09:30,18.0,pretežno oblačno,18.0,72.0
kastav,01.09.2020.,09:30,11.0,pretežno oblačno,11.0,94.0
klana,01.09.2020.,09:30,11.0,pretežno oblačno,11.0,94.0
grobnik,01.09.2020.,09:30,16.0,potpuno oblačno,16.0,92.0
hreljin,01.09.2020.,09:30,16.0,pretežno oblačno,16.0,79.0
fuzine,01.09.2020.,09:30,14.0,potpuno oblačno,14.0,90.0
drazice,01.09.2020.,09:30,16.0,pretežno oblačno,16.0,79.0
delnice,01.09.2020.,09:30,14.0,potpuno oblačno,14.0,90.0
crikvenica,01.09.2020.,09:30,20.0,malo oblačno,24.0,69.0
bribir,01.09.2020.,09:30,18.0,pretežno oblačno,18.0,88.0
brgud,01.09.2020.,09:30,18.0,pretežno oblačno,18.0,88.0
bakar,01.09.2020.,09:30,16.0,pretežno oblačno,16.0,79.0
bakarac,01.09.2020.,09:30,16.0,pretežno oblačno,16.0,79.0
baska,01.09.2020.,09:30,18.0,pretežno oblačno,18.0,72.0
rubesi,01.09.2020.,09:30,11.0,pretežno oblačno,11.0,94.0
rijeka,01.09.2020.,09:30,16.0,pretežno oblačno,16.0,79.0
opatija,01.09.2020.,09:30,16.0,pretežno oblačno,16.0,82.0
jadranovo,01.09.2020.,09:30,20.0,malo oblačno,24.0,69.0
vrata,01.09.2020.,09:30,14.0,potpuno oblačno,14.0,90.0
selce,01.09.2020.,09:30,20.0,malo oblačno,24.0,69.0
veprinac,01.09.2020.,09:30,16.0,pretežno oblačno,16.0,79.0
omisalj,01.09.2020.,11:30,21.0,malo oblačno,24.0,65.0
matulji,01.09.2020.,11:30,14.0,umjereno oblačno,14.0,80.0
medveja,01.09.2020.,11:30,21.0,malo oblačno,24.0,65.0
lovran,01.09.2020.,11:30,21.0,malo oblačno,24.0,65.0
lipa,01.09.2020.,11:30,18.0,pretežno oblačno,18.0,71.0
krasica,01.09.2020.,11:30,21.0,malo oblačno,24.0,65.0
klenovica,01.09.2020.,11:30,20.0,pretežno oblačno,25.0,62.0
kastav,01.09.2020.,11:30,14.0,umjereno oblačno,14.0,80.0
klana,01.09.2020.,11:30,14.0,umjereno oblačno,14.0,80.0
grobnik,01.09.2020.,11:30,18.0,pretežno oblačno,18.0,71.0
hreljin,01.09.2020.,11:30,21.0,malo oblačno,24.0,65.0
fuzine,01.09.2020.,11:30,18.0,pretežno oblačno,18.0,69.0
drazice,01.09.2020.,11:30,21.0,malo oblačno,24.0,65.0
delnice,01.09.2020.,11:30,18.0,pretežno oblačno,18.0,69.0
crikvenica,01.09.2020.,11:30,22.0,malo oblačno,24.0,50.0
bribir,01.09.2020.,11:30,17.0,slaba kiša,17.0,95.0
brgud,01.09.2020.,11:30,17.0,slaba kiša,17.0,95.0
bakar,01.09.2020.,11:30,21.0,malo oblačno,24.0,65.0
bakarac,01.09.2020.,11:30,21.0,malo oblačno,24.0,65.0
baska,01.09.2020.,11:30,20.0,pretežno oblačno,25.0,62.0
rubesi,01.09.2020.,11:30,14.0,umjereno oblačno,14.0,80.0
rijeka,01.09.2020.,11:30,21.0,malo oblačno,24.0,65.0
opatija,01.09.2020.,11:30,18.0,pretežno oblačno,18.0,70.0
jadranovo,01.09.2020.,11:30,22.0,malo oblačno,24.0,50.0
vrata,01.09.2020.,11:30,18.0,pretežno oblačno,18.0,69.0
selce,01.09.2020.,11:30,22.0,malo oblačno,24.0,50.0
veprinac,01.09.2020.,11:30,21.0,malo oblačno,24.0,65.0
omisalj,01.09.2020.,13:30,22.0,umjereno oblačno,25.0,54.0
matulji,01.09.2020.,13:30,16.0,umjereno oblačno,16.0,62.0
medveja,01.09.2020.,13:30,22.0,umjereno oblačno,25.0,54.0
lovran,01.09.2020.,13:30,22.0,umjereno oblačno,25.0,54.0
lipa,01.09.2020.,13:30,20.0,pretežno oblačno,25.0,65.0
krasica,01.09.2020.,13:30,22.0,umjereno oblačno,25.0,54.0
klenovica,01.09.2020.,13:30,24.0,umjereno oblačno,25.0,45.0
kastav,01.09.2020.,13:30,16.0,umjereno oblačno,16.0,62.0
klana,01.09.2020.,13:30,16.0,umjereno oblačno,16.0,62.0
grobnik,01.09.2020.,13:30,20.0,pretežno oblačno,25.0,65.0
hreljin,01.09.2020.,13:30,22.0,umjereno oblačno,25.0,54.0
fuzine,01.09.2020.,13:30,20.0,pretežno oblačno,25.0,65.0
drazice,01.09.2020.,13:30,22.0,umjereno oblačno,25.0,54.0
delnice,01.09.2020.,13:30,20.0,pretežno oblačno,25.0,65.0
crikvenica,01.09.2020.,13:30,24.0,malo oblačno,25.0,38.0
bribir,01.09.2020.,13:30,20.0,pretežno oblačno,24.0,93.0
brgud,01.09.2020.,13:30,20.0,pretežno oblačno,24.0,93.0
bakar,01.09.2020.,13:30,22.0,umjereno oblačno,25.0,54.0
bakarac,01.09.2020.,13:30,22.0,umjereno oblačno,25.0,54.0
baska,01.09.2020.,13:30,24.0,umjereno oblačno,25.0,45.0
rubesi,01.09.2020.,13:30,16.0,umjereno oblačno,16.0,62.0
rijeka,01.09.2020.,13:30,22.0,umjereno oblačno,25.0,54.0
opatija,01.09.2020.,13:30,21.0,pretežno oblačno,24.0,57.0
jadranovo,01.09.2020.,13:30,24.0,malo oblačno,25.0,38.0
vrata,01.09.2020.,13:30,20.0,pretežno oblačno,25.0,65.0
selce,01.09.2020.,13:30,24.0,malo oblačno,25.0,38.0
veprinac,01.09.2020.,13:30,22.0,umjereno oblačno,25.0,54.0
omisalj,01.09.2020.,15:30,23.0,umjereno oblačno,25.0,47.0
matulji,01.09.2020.,15:30,17.0,umjereno oblačno,17.0,68.0
medveja,01.09.2020.,15:30,23.0,umjereno oblačno,25.0,47.0
lovran,01.09.2020.,15:30,23.0,umjereno oblačno,25.0,47.0
lipa,01.09.2020.,15:30,22.0,pretežno oblačno,24.0,53.0
krasica,01.09.2020.,15:30,23.0,umjereno oblačno,25.0,47.0
klenovica,01.09.2020.,15:30,24.0,umjereno oblačno,25.0,45.0
kastav,01.09.2020.,15:30,17.0,umjereno oblačno,17.0,68.0
klana,01.09.2020.,15:30,17.0,umjereno oblačno,17.0,68.0
grobnik,01.09.2020.,15:30,22.0,pretežno oblačno,24.0,53.0
hreljin,01.09.2020.,15:30,23.0,umjereno oblačno,25.0,47.0
fuzine,01.09.2020.,15:30,22.0,umjereno oblačno,24.0,51.0
drazice,01.09.2020.,15:30,23.0,umjereno oblačno,25.0,47.0
delnice,01.09.2020.,15:30,22.0,umjereno oblačno,24.0,51.0
crikvenica,01.09.2020.,15:30,24.0,malo oblačno,25.0,55.0
bribir,01.09.2020.,15:30,20.0,pretežno oblačno,24.0,71.0
brgud,01.09.2020.,15:30,20.0,pretežno oblačno,24.0,71.0
bakar,01.09.2020.,15:30,23.0,umjereno oblačno,25.0,47.0
bakarac,01.09.2020.,15:30,23.0,umjereno oblačno,25.0,47.0
baska,01.09.2020.,15:30,24.0,umjereno oblačno,25.0,45.0
rubesi,01.09.2020.,15:30,17.0,umjereno oblačno,17.0,68.0
rijeka,01.09.2020.,15:30,23.0,umjereno oblačno,25.0,47.0
opatija,01.09.2020.,15:30,21.0,pretežno oblačno,24.0,51.0
jadranovo,01.09.2020.,15:30,24.0,malo oblačno,25.0,55.0
vrata,01.09.2020.,15:30,22.0,umjereno oblačno,24.0,51.0
selce,01.09.2020.,15:30,24.0,malo oblačno,25.0,55.0
veprinac,01.09.2020.,15:30,23.0,umjereno oblačno,25.0,47.0
omisalj,01.09.2020.,17:30,22.0,malo oblačno,25.0,57.0
matulji,01.09.2020.,17:30,17.0,malo oblačno,17.0,61.0
medveja,01.09.2020.,17:30,22.0,malo oblačno,25.0,57.0
lovran,01.09.2020.,17:30,22.0,malo oblačno,25.0,57.0
lipa,01.09.2020.,17:30,22.0,malo oblačno,25.0,61.0
krasica,01.09.2020.,17:30,22.0,malo oblačno,25.0,57.0
klenovica,01.09.2020.,17:30,23.0,umjereno oblačno,25.0,55.0
kastav,01.09.2020.,17:30,17.0,malo oblačno,17.0,61.0
klana,01.09.2020.,17:30,17.0,malo oblačno,17.0,61.0
grobnik,01.09.2020.,17:30,22.0,malo oblačno,25.0,61.0
hreljin,01.09.2020.,17:30,22.0,malo oblačno,25.0,57.0
fuzine,01.09.2020.,17:30,20.0,malo oblačno,24.0,55.0
drazice,01.09.2020.,17:30,22.0,malo oblačno,25.0,57.0
delnice,01.09.2020.,17:30,20.0,malo oblačno,24.0,55.0
crikvenica,01.09.2020.,17:30,23.0,malo oblačno,25.0,56.0
bribir,01.09.2020.,17:30,20.0,pretežno oblačno,25.0,66.0
brgud,01.09.2020.,17:30,20.0,pretežno oblačno,25.0,66.0
bakar,01.09.2020.,17:30,22.0,malo oblačno,25.0,57.0
bakarac,01.09.2020.,17:30,22.0,malo oblačno,25.0,57.0
baska,01.09.2020.,17:30,23.0,umjereno oblačno,25.0,55.0
rubesi,01.09.2020.,17:30,17.0,malo oblačno,17.0,61.0
rijeka,01.09.2020.,17:30,22.0,malo oblačno,25.0,57.0
opatija,01.09.2020.,17:30,22.0,umjereno oblačno,24.0,53.0
jadranovo,01.09.2020.,17:30,23.0,malo oblačno,25.0,56.0
vrata,01.09.2020.,17:30,20.0,malo oblačno,24.0,55.0
selce,01.09.2020.,17:30,23.0,malo oblačno,25.0,56.0
veprinac,01.09.2020.,17:30,22.0,malo oblačno,25.0,57.0
omisalj,01.09.2020.,19:30,22.0,malo oblačno,25.0,54.0
matulji,01.09.2020.,19:30,16.0,malo oblačno,16.0,57.0
medveja,01.09.2020.,19:30,22.0,malo oblačno,25.0,54.0
lovran,01.09.2020.,19:30,22.0,malo oblačno,25.0,54.0
lipa,01.09.2020.,19:30,21.0,malo oblačno,24.0,68.0
krasica,01.09.2020.,19:30,22.0,malo oblačno,25.0,54.0
klenovica,01.09.2020.,19:30,23.0,umjereno oblačno,25.0,50.0
kastav,01.09.2020.,19:30,16.0,malo oblačno,16.0,57.0
klana,01.09.2020.,19:30,16.0,malo oblačno,16.0,57.0
grobnik,01.09.2020.,19:30,21.0,malo oblačno,24.0,68.0
hreljin,01.09.2020.,19:30,22.0,malo oblačno,25.0,54.0
fuzine,01.09.2020.,19:30,19.0,malo oblačno,19.0,66.0
drazice,01.09.2020.,19:30,22.0,malo oblačno,25.0,54.0
delnice,01.09.2020.,19:30,19.0,malo oblačno,19.0,66.0
crikvenica,01.09.2020.,19:30,22.0,malo oblačno,22.0,68.5
bribir,01.09.2020.,19:30,18.0,pretežno oblačno,18.0,71.0
brgud,01.09.2020.,19:30,18.0,pretežno oblačno,18.0,71.0
bakar,01.09.2020.,19:30,22.0,malo oblačno,25.0,54.0
bakarac,01.09.2020.,19:30,22.0,malo oblačno,25.0,54.0
baska,01.09.2020.,19:30,23.0,umjereno oblačno,25.0,50.0
rubesi,01.09.2020.,19:30,16.0,malo oblačno,16.0,57.0
rijeka,01.09.2020.,19:30,22.0,malo oblačno,25.0,54.0
opatija,01.09.2020.,19:30,22.0,umjereno oblačno,25.0,57.0
jadranovo,01.09.2020.,19:30,22.0,malo oblačno,22.0,61.5
vrata,01.09.2020.,19:30,19.0,malo oblačno,19.0,66.0
selce,01.09.2020.,19:30,22.0,malo oblačno,22.0,60.0
veprinac,01.09.2020.,19:30,22.0,malo oblačno,25.0,54.0
omisalj,01.09.2020.,21:30,19.0,vedro,19.0,68.0
matulji,01.09.2020.,21:30,12.0,malo oblačno,12.0,86.0
medveja,01.09.2020.,21:30,19.0,vedro,19.0,68.0
lovran,01.09.2020.,21:30,19.0,vedro,19.0,68.0
lipa,01.09.2020.,21:30,16.0,malo oblačno,16.0,93.0
krasica,01.09.2020.,21:30,19.0,vedro,19.0,68.0
klenovica,01.09.2020.,21:30,20.0,vedro,24.0,58.0
kastav,01.09.2020.,21:30,12.0,malo oblačno,12.0,86.0
klana,01.09.2020.,21:30,12.0,malo oblačno,12.0,86.0
grobnik,01.09.2020.,21:30,16.0,malo oblačno,16.0,93.0
hreljin,01.09.2020.,21:30,19.0,vedro,19.0,68.0
fuzine,01.09.2020.,21:30,14.0,vedro,14.0,88.0
drazice,01.09.2020.,21:30,19.0,vedro,19.0,68.0
delnice,01.09.2020.,21:30,14.0,vedro,14.0,88.0
crikvenica,01.09.2020.,21:30,19.0,malo oblačno,19.0,81.0
bribir,01.09.2020.,21:30,17.0,malo oblačno,17.0,74.0
brgud,01.09.2020.,21:30,17.0,malo oblačno,17.0,74.0
bakar,01.09.2020.,21:30,19.0,vedro,19.0,68.0
bakarac,01.09.2020.,21:30,19.0,vedro,19.0,68.0
baska,01.09.2020.,21:30,20.0,vedro,24.0,58.0
rubesi,01.09.2020.,21:30,12.0,malo oblačno,12.0,86.0
rijeka,01.09.2020.,21:30,19.0,vedro,19.0,68.0
opatija,01.09.2020.,21:30,16.0,vedro,16.0,84.0
jadranovo,01.09.2020.,21:30,19.0,malo oblačno,19.0,86.0
vrata,01.09.2020.,21:30,14.0,vedro,14.0,88.0
selce,01.09.2020.,21:30,19.0,malo oblačno,19.0,78.0
veprinac,01.09.2020.,21:30,19.0,vedro,19.0,68.0
omisalj,01.09.2020.,23:30,19.0,malo oblačno,19.0,62.0
matulji,01.09.2020.,23:30,10.0,malo oblačno,10.0,84.0
medveja,01.09.2020.,23:30,19.0,malo oblačno,19.0,62.0
lovran,01.09.2020.,23:30,19.0,malo oblačno,19.0,62.0
