,bakar,bakarac,baska,brgud,bribir,crikvenica,delnice,drazice,fuzine,grobnik,hreljin,jadranovo,kastav,klana,klenovica,krasica,lipa,lovran,matulji,medveja,omisalj,opatija,rijeka,rubesi,selce,veprinac,vrata
2020-06-05 01:30:00,80.0,80.0,47.0,73.66666666666667,67.33333333333333,61.0,81.0,80.0,81.0,83.0,80.0,61.0,83.0,83.0,47.0,80.0,83.0,80.0,83.0,80.0,80.0,81.0,80.0,83.0,61.0,80.0,81.0
2020-06-05 03:30:00,95.0,95.0,63.0,88.0,88.0,78.0,77.0,95.0,77.0,91.0,95.0,78.0,89.0,89.0,63.0,95.0,91.0,95.0,89.0,95.0,95.0,81.0,95.0,89.0,78.0,95.0,77.0
2020-06-05 05:30:00,94.0,94.0,89.0,79.0,79.0,87.0,91.0,94.0,91.0,97.0,94.0,87.0,91.0,91.0,89.0,94.0,97.0,94.0,91.0,94.0,94.0,89.0,94.0,91.0,87.0,94.0,91.0
2020-06-05 07:30:00,96.0,96.0,93.0,76.0,76.0,83.0,88.0,96.0,88.0,94.0,96.0,83.0,88.0,88.0,93.0,96.0,94.0,96.0,88.0,96.0,96.0,93.0,96.0,88.0,83.0,96.0,88.0
2020-06-05 09:30:00,92.0,92.0,83.0,87.0,87.0,81.5,76.0,92.0,76.0,90.0,92.0,80.0,86.0,86.0,83.0,92.0,90.0,92.0,86.0,92.0,92.0,84.0,92.0,86.0,84.0,92.0,76.0
2020-06-05 11:30:00,94.0,94.0,77.0,88.0,88.0,78.5,69.0,94.0,69.0,78.0,94.0,71.5,97.0,97.0,77.0,94.0,78.0,94.0,97.0,94.0,94.0,74.0,94.0,97.0,81.5,94.0,69.0
2020-06-05 13:30:00,87.0,87.0,75.0,89.0,89.0,74.0,58.0,87.0,58.0,75.0,87.0,74.0,90.0,90.0,75.0,87.0,75.0,87.0,90.0,87.0,87.0,73.0,87.0,90.0,74.0,87.0,58.0
2020-06-05 15:30:00,77.0,77.0,77.0,90.0,90.0,75.0,60.0,77.0,60.0,50.0,77.0,69.5,78.0,78.0,77.0,77.0,50.0,77.0,78.0,77.0,77.0,79.0,77.0,78.0,68.5,77.0,60.0
2020-06-05 17:30:00,71.0,71.0,62.0,87.0,87.0,71.0,55.0,71.0,55.0,55.0,71.0,71.0,65.0,65.0,62.0,71.0,55.0,71.0,65.0,71.0,71.0,84.0,71.0,65.0,71.0,71.0,55.0
2020-06-05 19:30:00,79.0,79.0,52.0,83.0,83.0,72.0,54.0,79.0,54.0,77.0,79.0,72.0,70.0,70.0,52.0,79.0,77.0,79.0,70.0,79.0,79.0,89.0,79.0,70.0,72.0,79.0,54.0
2020-06-05 21:30:00,78.75,80.5,82.25,77.0,77.0,72.0,73.0,74.0,75.0,77.0,76.0,72.0,84.0,84.0,81.66666666666667,79.33333333333333,77.0,79.33333333333333,84.0,81.66666666666667,81.5,93.0,88.5,84.0,72.0,79.0,72.0
2020-06-05 23:30:00,86.0,86.0,77.0,81.0,81.0,80.5,80.0,86.0,80.0,95.0,86.0,87.5,81.0,81.0,77.0,86.0,95.0,86.0,81.0,86.0,86.0,95.0,86.0,81.0,83.0,86.0,80.0
2020-06-06 01:30:00,91.0,91.0,70.0,88.33333333333333,85.66666666666667,83.0,89.0,91.0,89.0,95.0,91.0,83.0,85.0,85.0,70.0,91.0,95.0,91.0,85.0,91.0,91.0,95.0,91.0,85.0,83.0,91.0,89.0
2020-06-06 03:30:00,90.0,90.0,76.0,85.0,85.0,82.0,91.0,90.0,91.0,98.0,90.0,82.0,92.0,92.0,76.0,90.0,98.0,90.0,92.0,90.0,90.0,96.0,90.0,92.0,82.0,90.0,91.0
2020-06-06 05:30:00,92.0,92.0,79.0,89.0,89.0,85.0,92.0,92.0,92.0,96.0,92.0,85.0,92.0,92.0,79.0,92.0,96.0,92.0,92.0,92.0,92.0,97.0,92.0,92.0,85.0,92.0,92.0
2020-06-06 07:30:00,88.0,88.0,72.0,83.0,83.0,81.0,83.0,88.0,83.0,97.0,88.0,81.0,90.0,90.0,72.0,88.0,97.0,88.0,90.0,88.0,88.0,99.0,88.0,90.0,81.0,88.0,83.0
2020-06-06 09:30:00,76.0,76.0,72.0,67.0,67.0,75.0,65.0,76.0,65.0,79.0,76.0,75.0,74.0,74.0,72.0,76.0,79.0,76.0,74.0,76.0,76.0,91.0,76.0,74.0,75.0,76.0,65.0
2020-06-06 11:30:00,70.0,70.0,63.0,45.0,45.0,62.0,64.0,70.0,64.0,60.0,70.0,62.0,64.0,64.0,63.0,70.0,60.0,70.0,64.0,70.0,70.0,79.0,70.0,64.0,62.0,70.0,64.0
2020-06-06 13:30:00,49.0,49.0,60.0,42.0,42.0,51.0,58.0,49.0,58.0,55.0,49.0,51.0,59.0,59.0,60.0,49.0,55.0,49.0,59.0,49.0,49.0,69.0,49.0,59.0,51.0,49.0,58.0
2020-06-06 15:30:00,48.0,48.0,52.0,39.0,39.0,67.0,51.0,48.0,51.0,50.0,48.0,67.0,73.0,73.0,52.0,48.0,50.0,48.0,73.0,48.0,48.0,55.0,48.0,73.0,67.0,48.0,51.0
2020-06-06 17:30:00,61.0,61.0,49.0,55.0,55.0,69.0,47.0,61.0,47.0,54.0,61.0,69.0,59.0,59.0,49.0,61.0,54.0,61.0,59.0,61.0,61.0,55.0,61.0,59.0,69.0,61.0,47.0
2020-06-06 19:30:00,66.0,66.0,57.0,51.0,51.0,66.0,49.0,66.0,49.0,45.0,66.0,66.0,64.0,64.0,57.0,66.0,45.0,66.0,64.0,66.0,66.0,54.0,66.0,64.0,66.0,66.0,49.0
2020-06-06 21:30:00,81.0,81.0,68.0,64.0,64.0,73.0,73.0,81.0,73.0,69.0,81.0,73.0,68.0,68.0,68.0,81.0,69.0,81.0,68.0,81.0,81.0,77.0,81.0,68.0,73.0,81.0,73.0
2020-06-06 23:30:00,73.0,73.0,66.0,81.0,81.0,74.0,91.0,73.0,91.0,92.0,73.0,74.0,79.0,79.0,66.0,73.0,92.0,73.0,79.0,73.0,73.0,86.0,73.0,79.0,74.0,73.0,91.0
2020-06-07 01:30:00,86.0,86.0,70.0,84.33333333333333,82.66666666666667,81.0,89.0,86.0,89.0,94.0,86.0,81.0,83.0,83.0,70.0,86.0,94.0,86.0,83.0,86.0,86.0,88.0,86.0,83.0,81.0,86.0,89.0
2020-06-07 03:30:00,83.0,83.0,75.0,90.0,90.0,84.0,87.0,83.0,87.0,98.0,83.0,84.0,89.0,89.0,75.0,83.0,98.0,83.0,89.0,83.0,83.0,92.0,83.0,89.0,84.0,83.0,87.0
2020-06-07 05:30:00,89.0,89.0,79.0,91.0,91.0,86.0,85.0,89.0,85.0,99.0,89.0,86.0,90.0,90.0,79.0,89.0,99.0,89.0,90.0,89.0,89.0,97.0,89.0,90.0,86.0,89.0,85.0
2020-06-07 07:30:00,86.0,86.0,80.0,86.0,86.0,82.0,58.0,86.0,58.0,93.0,86.0,82.0,76.0,76.0,80.0,86.0,93.0,86.0,76.0,86.0,86.0,91.0,86.0,76.0,82.0,86.0,58.0
2020-06-07 09:30:00,73.0,73.0,74.0,65.0,65.0,59.0,53.0,73.0,53.0,58.0,73.0,60.0,78.0,78.0,74.0,73.0,58.0,73.0,78.0,73.0,73.0,67.0,73.0,78.0,63.0,73.0,53.0
2020-06-07 11:30:00,70.0,70.0,58.0,47.0,47.0,53.0,53.0,70.0,53.0,48.0,70.0,53.0,78.0,78.0,64.0,71.0,48.0,71.0,78.0,71.0,71.0,56.0,70.0,73.0,53.0,70.0,53.0
2020-06-07 13:30:00,75.0,75.0,50.0,43.0,43.0,51.0,48.0,75.0,48.0,40.0,75.0,51.0,67.0,67.0,50.0,75.0,40.0,75.0,67.0,75.0,75.0,46.0,75.0,67.0,51.0,75.0,48.0
2020-06-07 15:30:00,62.0,62.0,57.0,40.0,40.0,48.0,46.0,62.0,46.0,38.0,62.0,48.0,63.0,63.0,57.0,62.0,38.0,62.0,63.0,62.0,62.0,41.0,62.0,63.0,48.0,62.0,46.0
2020-06-07 17:30:00,62.0,62.0,54.0,46.0,46.0,59.0,46.0,62.0,46.0,40.0,62.0,59.0,59.0,59.0,54.0,62.0,40.0,62.0,59.0,62.0,62.0,40.0,62.0,59.0,59.0,62.0,46.0
2020-06-07 19:30:00,69.0,69.0,65.0,55.0,55.0,60.0,48.0,69.0,48.0,44.0,69.0,60.0,69.0,69.0,65.0,69.0,44.0,69.0,69.0,69.0,69.0,43.0,69.0,69.0,60.0,69.0,48.0
2020-06-07 21:30:00,81.0,81.0,67.0,71.0,71.0,63.0,61.0,81.0,61.0,47.0,81.0,63.0,76.0,76.0,67.0,81.0,47.0,81.0,76.0,81.0,81.0,50.0,81.0,76.0,63.0,81.0,61.0
2020-06-07 23:30:00,70.0,70.0,70.0,80.0,80.0,65.0,61.0,70.0,61.0,67.0,70.0,65.0,72.0,72.0,70.0,70.0,67.0,70.0,72.0,70.0,70.0,56.0,70.0,72.0,65.0,70.0,61.0
2020-06-08 01:30:00,75.0,75.0,69.0,78.33333333333333,81.66666666666667,85.0,62.0,75.0,62.0,86.0,75.0,85.0,73.0,73.0,69.0,75.0,86.0,75.0,73.0,75.0,75.0,60.0,75.0,73.0,85.0,75.0,62.0
2020-06-08 03:30:00,90.0,90.0,72.0,67.0,67.0,88.0,74.0,90.0,74.0,88.0,90.0,88.0,83.0,83.0,72.0,90.0,88.0,90.0,83.0,90.0,90.0,79.0,90.0,83.0,88.0,90.0,74.0
2020-06-08 05:30:00,92.0,92.0,78.0,69.0,69.0,88.0,85.0,92.0,85.0,92.0,92.0,88.0,89.0,89.0,78.0,92.0,92.0,92.0,89.0,92.0,92.0,87.0,92.0,89.0,88.0,92.0,85.0
2020-06-08 07:30:00,92.0,92.0,85.0,62.0,62.0,90.0,82.0,92.0,82.0,91.0,92.0,90.0,92.0,92.0,85.0,92.0,91.0,92.0,92.0,92.0,92.0,87.0,92.0,92.0,90.0,92.0,82.0
2020-06-08 09:30:00,90.0,90.0,75.0,94.0,94.0,87.0,92.0,90.0,92.0,79.0,90.0,87.0,97.0,97.0,75.0,90.0,79.0,90.0,97.0,90.0,90.0,76.0,90.0,97.0,87.0,90.0,92.0
2020-06-08 11:30:00,78.0,78.0,56.0,93.0,93.0,81.0,88.0,78.0,88.0,75.0,78.0,81.0,97.0,97.0,56.0,78.0,75.0,78.0,97.0,78.0,78.0,74.0,78.0,97.0,81.0,78.0,88.0
2020-06-08 13:30:00,67.0,67.0,63.0,81.0,81.0,64.0,86.0,67.0,86.0,65.0,67.0,64.0,99.0,99.0,63.0,67.0,65.0,67.0,99.0,67.0,67.0,65.0,67.0,99.0,64.0,67.0,86.0
2020-06-08 15:30:00,69.0,69.0,65.0,59.0,59.0,63.0,83.0,69.0,83.0,60.0,69.0,63.0,100.0,100.0,65.0,69.0,60.0,69.0,100.0,69.0,69.0,60.0,69.0,100.0,63.0,69.0,83.0
2020-06-08 17:30:00,70.0,70.0,63.0,58.0,58.0,55.0,80.0,70.0,80.0,66.0,70.0,55.0,95.0,95.0,63.0,70.0,66.0,70.0,95.0,70.0,70.0,63.0,70.0,95.0,55.0,70.0,80.0
2020-06-08 19:30:00,82.0,82.0,72.0,68.0,68.0,72.0,92.0,82.0,92.0,70.0,82.0,72.0,95.0,95.0,72.0,82.0,70.0,82.0,95.0,82.0,82.0,65.0,82.0,95.0,72.0,82.0,92.0
2020-06-08 21:30:00,80.0,80.0,71.0,83.0,83.0,84.0,94.0,80.0,94.0,74.0,80.0,84.0,97.0,97.0,71.0,80.0,74.0,80.0,97.0,80.0,80.0,69.0,80.0,97.0,84.0,80.0,94.0
2020-06-08 23:30:00,78.0,78.0,65.0,82.0,82.0,86.0,94.0,78.0,94.0,90.0,78.0,86.0,94.0,94.0,65.0,78.0,90.0,78.0,94.0,78.0,78.0,70.0,78.0,94.0,86.0,78.0,94.0
2020-06-09 01:30:00,88.0,88.0,68.0,86.0,86.0,89.0,92.0,88.0,92.0,93.0,88.0,89.0,93.0,93.0,68.0,88.0,93.0,88.0,93.0,88.0,88.0,87.0,88.0,93.0,89.0,88.0,92.0
2020-06-09 03:30:00,92.0,92.0,66.0,88.0,88.0,90.5,93.0,92.0,93.0,93.0,92.0,89.0,94.0,94.0,66.0,92.0,92.0,92.0,94.0,92.0,92.0,85.0,92.0,94.0,92.5,92.0,93.0
2020-06-09 05:30:00,89.0,89.0,71.0,86.0,86.0,90.0,94.0,89.0,94.0,97.0,89.0,90.0,95.0,95.0,71.0,89.0,97.0,89.0,95.0,89.0,89.0,83.0,89.0,95.0,90.0,89.0,94.0
2020-06-09 07:30:00,95.0,95.0,70.0,83.0,83.0,88.5,94.0,95.0,94.0,97.0,95.0,88.0,95.0,95.0,70.0,95.0,97.0,95.0,95.0,95.0,95.0,82.0,95.0,95.0,94.5,95.0,94.0
2020-06-09 09:30:00,92.0,92.0,91.0,82.0,82.0,89.0,96.0,92.0,96.0,96.0,92.0,89.0,99.0,99.0,91.0,92.0,96.0,92.0,99.0,92.0,92.0,79.0,92.0,99.0,89.0,92.0,96.0
2020-06-09 11:30:00,77.0,77.0,90.0,69.0,69.0,83.0,94.0,77.0,94.0,97.0,77.0,83.0,99.0,99.0,90.0,77.0,97.0,77.0,99.0,77.0,77.0,75.0,77.0,99.0,83.0,77.0,94.0
2020-06-09 13:30:00,69.0,69.0,71.0,59.0,59.0,66.0,91.0,69.0,91.0,93.0,69.0,66.0,94.0,94.0,71.0,69.0,93.0,69.0,94.0,69.0,69.0,89.0,69.0,94.0,66.0,69.0,91.0
2020-06-09 15:30:00,65.0,65.0,66.0,86.0,86.0,62.0,79.0,65.0,79.0,84.0,65.0,62.0,84.0,84.0,66.0,65.0,84.0,65.0,84.0,65.0,65.0,77.0,65.0,84.0,62.0,65.0,79.0
2020-06-09 17:30:00,60.0,60.0,60.0,80.0,80.0,68.0,70.0,60.0,70.0,70.0,60.0,68.0,85.0,85.0,60.0,60.0,70.0,60.0,85.0,60.0,60.0,69.0,60.0,85.0,68.0,60.0,70.0
2020-06-09 19:30:00,62.0,62.0,65.0,62.0,62.0,58.0,74.0,62.0,74.0,78.0,62.0,58.0,82.0,82.0,65.0,62.0,78.0,62.0,82.0,62.0,62.0,70.0,62.0,82.0,58.0,62.0,74.0
2020-06-09 21:30:00,81.0,81.0,63.0,78.0,78.0,68.0,88.0,81.0,88.0,90.0,81.0,68.0,92.0,92.0,63.0,81.0,90.0,81.0,92.0,81.0,81.0,80.0,81.0,92.0,68.0,81.0,88.0
2020-06-09 23:30:00,90.0,90.0,71.0,83.0,83.0,76.0,94.0,90.0,94.0,97.0,90.0,76.0,89.0,89.0,71.0,90.0,97.0,90.0,89.0,90.0,90.0,91.0,90.0,89.0,76.0,90.0,94.0
2020-06-10 01:30:00,77.0,77.0,72.0,79.0,81.0,83.0,96.0,77.0,96.0,98.0,77.0,83.0,93.0,93.0,72.0,77.0,98.0,77.0,93.0,77.0,77.0,93.0,77.0,93.0,83.0,77.0,96.0
2020-06-10 03:30:00,88.0,88.0,73.0,87.0,87.0,87.0,97.0,88.0,97.0,99.0,88.0,87.0,94.0,94.0,73.0,88.0,99.0,88.0,94.0,88.0,88.0,94.0,88.0,94.0,87.0,88.0,97.0
2020-06-10 05:30:00,87.0,87.0,77.0,90.0,90.0,86.0,97.0,87.0,97.0,99.0,87.0,86.0,94.0,94.0,77.0,87.0,99.0,87.0,94.0,87.0,87.0,96.0,87.0,94.0,86.0,87.0,97.0
2020-06-10 07:30:00,96.0,96.0,89.0,91.0,91.0,92.5,94.0,96.0,94.0,99.0,96.0,93.5,93.0,93.0,89.0,96.0,99.0,96.0,93.0,96.0,96.0,93.0,96.0,93.0,95.0,96.0,94.0
2020-06-10 09:30:00,94.0,94.0,85.0,94.0,94.0,91.0,91.0,94.0,91.0,90.0,94.0,91.0,97.0,97.0,85.0,94.0,90.0,94.0,97.0,94.0,94.0,86.0,94.0,97.0,91.0,94.0,91.0
2020-06-10 11:30:00,76.0,76.0,74.0,76.0,76.0,73.0,71.0,76.0,71.0,81.0,76.0,73.0,97.0,97.0,74.0,76.0,81.0,76.0,97.0,76.0,76.0,69.0,76.0,97.0,73.0,76.0,71.0
2020-06-10 13:30:00,63.0,63.0,53.0,68.0,68.0,61.0,58.0,63.0,58.0,63.0,63.0,61.0,87.0,87.0,53.0,63.0,63.0,63.0,87.0,63.0,63.0,54.0,63.0,87.0,61.0,63.0,58.0
2020-06-10 15:30:00,65.0,65.0,64.0,55.0,55.0,62.0,46.0,65.0,46.0,59.0,65.0,62.0,57.0,57.0,64.0,65.0,59.0,65.0,57.0,65.0,65.0,49.0,65.0,57.0,62.0,65.0,46.0
2020-06-10 17:30:00,79.0,79.0,53.0,44.0,44.0,62.0,44.0,79.0,44.0,50.0,79.0,62.0,58.0,58.0,53.0,79.0,50.0,79.0,58.0,79.0,79.0,56.0,79.0,58.0,62.0,79.0,44.0
2020-06-10 19:30:00,77.0,77.0,67.0,44.0,44.0,82.0,52.0,77.0,52.0,44.0,77.0,82.0,88.0,88.0,67.0,77.0,44.0,77.0,88.0,77.0,77.0,63.0,77.0,88.0,82.0,77.0,52.0
2020-06-10 21:30:00,92.0,92.0,69.0,60.0,60.0,83.0,67.0,92.0,67.0,57.0,92.0,83.0,87.0,87.0,69.0,92.0,57.0,92.0,87.0,92.0,92.0,73.0,92.0,87.0,83.0,92.0,67.0
2020-06-10 23:30:00,84.0,84.0,78.0,77.0,77.0,86.0,71.0,84.0,71.0,87.0,84.0,86.0,86.0,86.0,78.0,84.0,87.0,84.0,86.0,84.0,84.0,94.0,84.0,86.0,86.0,84.0,71.0
2020-06-11 01:30:00,85.0,85.0,80.0,85.33333333333333,85.66666666666667,86.0,89.0,85.0,89.0,94.0,85.0,86.0,89.0,89.0,80.0,85.0,94.0,85.0,89.0,85.0,85.0,93.0,85.0,89.0,86.0,85.0,89.0
2020-06-11 03:30:00,84.0,84.0,78.0,87.0,87.0,86.0,93.0,84.0,93.0,96.0,84.0,86.0,88.0,88.0,78.0,84.0,96.0,84.0,88.0,84.0,84.0,94.0,84.0,88.0,86.0,84.0,93.0
2020-06-11 05:30:00,92.0,92.0,81.0,87.0,87.0,88.0,95.0,92.0,95.0,99.0,92.0,88.0,89.0,89.0,81.0,92.0,99.0,92.0,89.0,92.0,92.0,95.0,92.0,89.0,88.0,92.0,95.0
2020-06-11 07:30:00,86.0,86.0,81.0,76.0,76.0,86.0,83.0,86.0,83.0,93.0,86.0,86.0,81.0,81.0,81.0,86.0,93.0,86.0,81.0,86.0,86.0,89.0,86.0,81.0,86.0,86.0,83.0
2020-06-11 09:30:00,80.0,80.0,77.0,74.0,74.0,73.0,66.0,80.0,66.0,62.0,80.0,73.0,75.0,75.0,77.0,80.0,62.0,80.0,75.0,80.0,80.0,65.0,80.0,75.0,73.0,80.0,66.0
2020-06-11 11:30:00,78.0,78.0,71.0,62.0,62.0,80.0,58.0,78.0,58.0,50.0,78.0,80.0,85.0,85.0,71.0,78.0,50.0,78.0,85.0,78.0,78.0,52.0,78.0,85.0,80.0,78.0,58.0
2020-06-11 13:30:00,63.0,63.0,66.0,89.0,89.0,77.0,56.0,63.0,56.0,43.0,63.0,77.0,52.0,52.0,66.0,63.0,43.0,63.0,52.0,63.0,63.0,46.0,63.0,52.0,77.0,63.0,56.0
2020-06-11 15:30:00,58.0,58.0,72.0,74.0,74.0,59.0,54.0,58.0,54.0,86.0,58.0,59.0,50.0,50.0,72.0,58.0,86.0,58.0,50.0,58.0,58.0,43.0,58.0,50.0,59.0,58.0,54.0
2020-06-11 17:30:00,54.0,54.0,49.0,37.0,37.0,58.0,40.0,54.0,40.0,48.0,54.0,58.0,51.0,51.0,49.0,54.0,48.0,54.0,51.0,54.0,54.0,53.0,54.0,51.0,58.0,54.0,40.0
2020-06-11 19:30:00,52.0,52.0,51.0,45.0,45.0,58.0,45.0,52.0,45.0,41.0,52.0,58.0,57.0,57.0,51.0,52.0,41.0,52.0,57.0,52.0,52.0,37.0,52.0,57.0,58.0,52.0,45.0
2020-06-11 21:30:00,84.0,84.0,68.0,71.0,71.0,69.0,52.0,84.0,52.0,65.0,84.0,69.0,76.0,76.0,68.0,84.0,65.0,84.0,76.0,84.0,84.0,59.0,84.0,76.0,69.0,84.0,52.0
2020-06-11 23:30:00,89.0,89.0,72.0,83.0,83.0,78.0,60.0,89.0,60.0,85.0,89.0,78.0,76.0,76.0,72.0,89.0,85.0,89.0,76.0,89.0,89.0,84.0,89.0,76.0,78.0,89.0,60.0
2020-06-12 01:30:00,80.0,80.0,81.0,80.0,80.0,80.0,63.0,80.0,63.0,88.0,80.0,80.0,82.0,82.0,81.0,80.0,88.0,80.0,82.0,80.0,80.0,89.0,80.0,82.0,80.0,80.0,63.0
2020-06-12 03:30:00,85.0,85.0,84.0,90.0,90.0,81.0,73.0,85.0,73.0,92.0,85.0,81.0,87.0,87.0,84.0,85.0,92.0,85.0,87.0,85.0,85.0,73.0,85.0,87.0,81.0,85.0,73.0
2020-06-12 05:30:00,94.0,94.0,82.0,92.0,92.0,83.0,75.0,94.0,75.0,93.0,94.0,83.0,88.0,88.0,82.0,94.0,93.0,94.0,88.0,94.0,94.0,83.0,94.0,88.0,83.0,94.0,75.0
2020-06-12 07:30:00,94.0,94.0,86.0,85.0,85.0,75.5,66.0,94.0,66.0,74.0,94.0,70.5,79.0,79.0,86.0,94.0,74.0,94.0,79.0,94.0,94.0,75.0,94.0,79.0,80.0,94.0,66.0
2020-06-12 09:30:00,75.0,75.0,64.0,71.0,71.0,68.0,60.0,75.0,60.0,59.0,75.0,68.0,68.0,68.0,64.0,75.0,59.0,75.0,68.0,75.0,75.0,56.0,75.0,68.0,68.0,75.0,60.0
2020-06-12 11:30:00,68.0,68.0,63.0,55.0,55.0,64.0,48.0,68.0,48.0,49.0,68.0,64.0,57.0,57.0,63.0,68.0,49.0,68.0,57.0,68.0,68.0,49.0,68.0,57.0,64.0,68.0,48.0
2020-06-12 13:30:00,64.0,64.0,59.0,50.0,50.0,62.0,49.0,64.0,49.0,38.0,64.0,62.0,58.0,58.0,59.0,64.0,38.0,64.0,58.0,64.0,64.0,48.0,64.0,58.0,62.0,64.0,49.0
2020-06-12 15:30:00,60.0,60.0,53.0,51.0,51.0,60.0,49.0,60.0,49.0,34.0,60.0,60.0,54.0,54.0,53.0,60.0,34.0,60.0,54.0,60.0,60.0,44.0,60.0,54.0,60.0,60.0,49.0
2020-06-12 17:30:00,63.0,63.0,62.0,41.0,41.0,56.0,47.0,63.0,47.0,42.0,63.0,56.0,56.0,56.0,62.0,63.0,42.0,63.0,56.0,63.0,63.0,36.0,63.0,56.0,56.0,63.0,47.0
2020-06-12 19:30:00,64.0,64.0,56.0,46.0,46.0,61.0,51.0,64.0,51.0,44.0,64.0,61.0,59.0,59.0,56.0,64.0,44.0,64.0,59.0,64.0,64.0,39.0,64.0,59.0,61.0,64.0,51.0
2020-06-12 21:30:00,79.0,79.0,68.0,68.0,68.0,62.0,65.0,79.0,65.0,56.0,79.0,62.0,70.0,70.0,68.0,79.0,56.0,79.0,70.0,79.0,79.0,42.0,79.0,70.0,62.0,79.0,65.0
2020-06-12 23:30:00,87.0,87.0,71.0,80.0,80.0,74.0,65.0,87.0,65.0,77.0,87.0,74.0,63.0,63.0,71.0,87.0,77.0,87.0,63.0,87.0,87.0,45.0,87.0,63.0,74.0,87.0,65.0
2020-06-13 01:30:00,90.0,90.0,79.0,86.0,82.0,78.0,82.0,90.0,82.0,69.0,90.0,78.0,78.0,78.0,79.0,90.0,69.0,90.0,78.0,90.0,90.0,60.0,90.0,78.0,78.0,90.0,82.0
2020-06-13 03:30:00,91.0,91.0,84.0,90.0,90.0,84.0,91.0,91.0,91.0,74.0,91.0,84.0,79.0,79.0,84.0,91.0,74.0,91.0,79.0,91.0,91.0,68.0,91.0,79.0,84.0,91.0,91.0
2020-06-13 05:30:00,91.0,91.0,90.0,91.0,91.0,92.0,93.0,91.0,93.0,84.0,91.0,84.5,84.0,84.0,90.0,91.0,84.0,91.0,84.0,91.0,91.0,76.0,91.0,84.0,92.0,91.0,93.0
2020-06-13 07:30:00,89.0,89.0,85.0,83.0,83.0,81.0,79.0,89.0,79.0,75.0,89.0,75.0,77.0,77.0,85.0,89.0,75.0,89.0,77.0,89.0,89.0,71.0,89.0,77.0,84.0,89.0,79.0
2020-06-13 09:30:00,70.0,70.0,67.0,80.0,80.0,65.5,51.0,70.0,51.0,56.0,70.0,55.0,69.0,69.0,67.0,70.0,56.0,70.0,69.0,70.0,70.0,59.0,70.0,69.0,60.5,70.0,51.0
2020-06-13 11:30:00,56.0,56.0,57.0,58.0,58.0,50.5,43.0,56.0,43.0,47.0,56.0,48.0,54.0,54.0,57.0,56.0,47.0,56.0,54.0,56.0,56.0,53.0,56.0,54.0,49.5,56.0,43.0
2020-06-13 13:30:00,66.0,66.0,58.0,46.0,46.0,41.5,37.0,66.0,37.0,44.0,66.0,40.5,47.0,47.0,58.0,66.0,44.0,66.0,47.0,66.0,66.0,44.0,66.0,47.0,51.5,66.0,37.0
2020-06-13 15:30:00,64.0,64.0,55.0,43.0,43.0,70.0,43.0,64.0,43.0,42.0,64.0,70.0,56.0,56.0,55.0,64.0,42.0,64.0,56.0,64.0,64.0,38.0,64.0,56.0,70.0,64.0,43.0
2020-06-13 17:30:00,61.0,61.0,58.0,43.0,43.0,61.0,47.0,61.0,47.0,41.0,61.0,61.0,51.0,51.0,58.0,61.0,41.0,61.0,51.0,61.0,61.0,37.0,61.0,51.0,61.0,61.0,47.0
2020-06-13 19:30:00,62.0,62.0,59.0,38.0,38.0,69.0,51.0,62.0,51.0,44.0,62.0,69.0,60.0,60.0,59.0,62.0,44.0,62.0,60.0,62.0,62.0,41.0,62.0,60.0,69.0,62.0,51.0
2020-06-13 21:30:00,80.0,80.0,69.0,58.0,58.0,79.0,61.0,80.0,61.0,54.0,80.0,79.0,75.0,75.0,69.0,80.0,54.0,80.0,75.0,80.0,80.0,52.0,80.0,75.0,79.0,80.0,61.0
2020-06-13 23:30:00,89.0,89.0,70.0,71.0,71.0,78.0,69.0,89.0,69.0,61.0,89.0,78.0,77.0,77.0,70.0,89.0,61.0,89.0,77.0,89.0,89.0,65.0,89.0,77.0,78.0,89.0,69.0
2020-06-14 01:30:00,85.0,85.0,72.0,83.66666666666667,82.33333333333333,81.0,57.0,85.0,57.0,84.0,85.0,81.0,74.0,74.0,72.0,85.0,84.0,85.0,74.0,85.0,85.0,70.0,85.0,74.0,81.0,85.0,57.0
2020-06-14 03:30:00,81.0,81.0,70.0,80.0,80.0,81.0,60.0,81.0,60.0,87.0,81.0,81.0,71.0,71.0,70.0,81.0,87.0,81.0,71.0,81.0,81.0,76.0,81.0,71.0,81.0,81.0,60.0
2020-06-14 05:30:00,81.0,81.0,87.0,85.0,85.0,76.0,65.0,81.0,65.0,87.0,81.0,76.0,72.0,72.0,87.0,81.0,87.0,81.0,72.0,81.0,81.0,74.0,81.0,72.0,76.0,81.0,65.0
2020-06-14 07:30:00,86.0,86.0,90.0,86.0,86.0,87.0,67.0,86.0,67.0,76.0,86.0,87.0,72.0,72.0,90.0,86.0,76.0,86.0,72.0,86.0,86.0,66.0,86.0,72.0,87.0,86.0,67.0
2020-06-14 09:30:00,83.0,83.0,82.0,69.0,69.0,81.0,64.0,83.0,64.0,57.0,83.0,81.0,72.0,72.0,82.0,83.0,57.0,83.0,72.0,83.0,83.0,54.0,83.0,72.0,81.0,83.0,64.0
2020-06-14 11:30:00,72.0,72.0,64.0,61.0,61.0,62.0,56.0,72.0,56.0,54.0,72.0,62.0,61.0,61.0,64.0,72.0,54.0,72.0,61.0,72.0,72.0,55.0,72.0,61.0,62.0,72.0,56.0
